Year,Units,Age group,Sex,Service,Value
2006,Homicide per million population,,,,13.160065318408709
2007,Homicide per million population,Under 1 year,Male,,28.835063437139564
2007,Homicide per million population,Under 1 year,Female,,30.32140691328078
2007,Homicide per million population,Under 1 year,,,29.559562518474724
2007,Homicide per million population,1 to 4,Male,,9.23432089265102
2007,Homicide per million population,1 to 4,Female,,6.465168902537579
2007,Homicide per million population,1 to 4,,,7.883637510347274
2007,Homicide per million population,5 to 15,Male,,4.36657387697178
2007,Homicide per million population,5 to 15,Female,,1.7148246591785992
2007,Homicide per million population,5 to 15,,,3.0712959472853933
2007,Homicide per million population,16 to 24,Male,,40.472175379426645
2007,Homicide per million population,16 to 24,Female,,10.348720521826394
2007,Homicide per million population,16 to 24,,,25.58020557183387
2007,Homicide per million population,25 to 34,Male,,32.15883668903803
2007,Homicide per million population,25 to 34,Female,,9.727896828705635
2007,Homicide per million population,25 to 34,,,20.909128925688954
2007,Homicide per million population,35 to 44,Male,,27.399941285840097
2007,Homicide per million population,35 to 44,Female,,7.230657989877079
2007,Homicide per million population,35 to 44,,,17.240123351868487
2007,Homicide per million population,45 to 54,Male,,19.40860828861742
2007,Homicide per million population,45 to 54,Female,,7.589599437807449
2007,Homicide per million population,45 to 54,,,13.45399442013284
2007,Homicide per million population,55 to 64,Male,,13.574517788932033
2007,Homicide per million population,55 to 64,Female,,5.204984538134165
2007,Homicide per million population,55 to 64,,,9.325748391308402
2007,Homicide per million population,65 to 74,Male,,6.1061531235321755
2007,Homicide per million population,65 to 74,Female,,4.282288454950326
2007,Homicide per million population,65 to 74,,,5.15209892029927
2007,Homicide per million population,75 and over,Male,,5.5103165370721845
2007,Homicide per million population,75 and over,Female,,8.992454158032608
2007,Homicide per million population,75 and over,,,7.6354092102123605
2007,Homicide per million population,,Male,,19.873112054354838
2007,Homicide per million population,,Female,,7.179372472337768
2007,Homicide per million population,,,,13.403815214893127
2008,Homicide per million population,Under 1 year,Male,,27.770063871146903
2008,Homicide per million population,Under 1 year,Female,,17.47742499271774
2008,Homicide per million population,Under 1 year,,,22.746659084446968
2008,Homicide per million population,1 to 4,Male,,5.243445692883895
2008,Homicide per million population,1 to 4,Female,,6.280913872968516
2008,Homicide per million population,1 to 4,,,5.749990416682638
2008,Homicide per million population,5 to 15,Male,,2.476405360041824
2008,Homicide per million population,5 to 15,Female,,1.7313518972731208
2008,Homicide per million population,5 to 15,,,2.112735570016057
2008,Homicide per million population,16 to 24,Male,,31.64749558760879
2008,Homicide per million population,16 to 24,Female,,8.347503478126448
2008,Homicide per million population,16 to 24,,,20.089867652245925
2008,Homicide per million population,25 to 34,Male,,26.22425881963231
2008,Homicide per million population,25 to 34,Female,,8.0
2008,Homicide per million population,25 to 34,,,17.109111981897456
2008,Homicide per million population,35 to 44,Male,,21.186962627183362
2008,Homicide per million population,35 to 44,Female,,8.75337369611204
2008,Homicide per million population,35 to 44,,,14.929391321373503
2008,Homicide per million population,45 to 54,Male,,20.924004017408773
2008,Homicide per million population,45 to 54,Female,,8.239268352970255
2008,Homicide per million population,45 to 54,,,14.531866306829976
2008,Homicide per million population,55 to 64,Male,,10.346773687840974
2008,Homicide per million population,55 to 64,Female,,3.651411879259981
2008,Homicide per million population,55 to 64,,,6.948948392476606
2008,Homicide per million population,65 to 74,Male,,7.345851889261283
2008,Homicide per million population,65 to 74,Female,,7.144358058415634
2008,Homicide per million population,65 to 74,,,7.240652975250131
2008,Homicide per million population,75 and over,Male,,4.204204204204204
2008,Homicide per million population,75 and over,Female,,9.7431700378035
2008,Homicide per million population,75 and over,,,7.563402585738258
2008,Homicide per million population,,Male,,16.422557608994506
2008,Homicide per million population,,Female,,7.018146922757414
2008,Homicide per million population,,,,11.63346206725527
2009,Homicide per million population,Under 1 year,Male,,25.20302436292355
2009,Homicide per million population,Under 1 year,Female,,32.28646903434107
2009,Homicide per million population,Under 1 year,,,28.66150759529951
2009,Homicide per million population,1 to 4,Male,,4.366812227074235
2009,Homicide per million population,1 to 4,Female,,7.61788679820218
2009,Homicide per million population,1 to 4,,,5.955261100978896
2009,Homicide per million population,5 to 15,Male,,1.9309812143113292
2009,Homicide per million population,5 to 15,Female,,0.8692124934809063
2009,Homicide per million population,5 to 15,,,1.4131279587366636
2009,Homicide per million population,16 to 24,Male,,27.662096847736876
2009,Homicide per million population,16 to 24,Female,,6.158014656074881
2009,Homicide per million population,16 to 24,,,16.978967495219884
2009,Homicide per million population,25 to 34,Male,,23.77633844387964
2009,Homicide per million population,25 to 34,Female,,8.749863283386198
2009,Homicide per million population,25 to 34,,,16.265052007162094
2009,Homicide per million population,35 to 44,Male,,18.962075848303392
2009,Homicide per million population,35 to 44,Female,,11.564391516165541
2009,Homicide per million population,35 to 44,,,15.237481727410122
2009,Homicide per million population,45 to 54,Male,,16.61944202266783
2009,Homicide per million population,45 to 54,Female,,5.633500549936959
2009,Homicide per million population,45 to 54,,,11.083926954217976
2009,Homicide per million population,55 to 64,Male,,12.493362900958866
2009,Homicide per million population,55 to 64,Female,,4.847456600115127
2009,Homicide per million population,55 to 64,,,8.612204724409448
2009,Homicide per million population,65 to 74,Male,,5.354513408593994
2009,Homicide per million population,65 to 74,Female,,4.1023957991467
2009,Homicide per million population,65 to 74,,,4.702160856648213
2009,Homicide per million population,75 and over,Male,,7.66690257136117
2009,Homicide per million population,75 and over,Female,,8.937244997085681
2009,Homicide per million population,75 and over,,,8.432690731067437
2009,Homicide per million population,,Male,,14.82202508683052
2009,Homicide per million population,,Female,,6.865029256407064
2009,Homicide per million population,,,,10.77209682938266
2010,Homicide per million population,Under 1 year,Male,,27.60143527463428
2010,Homicide per million population,Under 1 year,Female,,20.278099652375435
2010,Homicide per million population,Under 1 year,,,24.02826855123675
2010,Homicide per million population,1 to 4,Male,,6.397952655150353
2010,Homicide per million population,1 to 4,Female,,5.21687285735579
2010,Homicide per million population,1 to 4,,,5.821357103874841
2010,Homicide per million population,5 to 15,Male,,4.149262814306659
2010,Homicide per million population,5 to 15,Female,,2.3224757591592637
2010,Homicide per million population,5 to 15,,,3.257928807173109
2010,Homicide per million population,16 to 24,Male,,24.887556221889053
2010,Homicide per million population,16 to 24,Female,,6.7538527660097
2010,Homicide per million population,16 to 24,,,15.927431587889084
2010,Homicide per million population,25 to 34,Male,,22.68431001890359
2010,Homicide per million population,25 to 34,Female,,10.496003444842156
2010,Homicide per million population,25 to 34,,,16.579724210441185
2010,Homicide per million population,35 to 44,Male,,22.332191346275852
2010,Homicide per million population,35 to 44,Female,,11.502012852249145
2010,Homicide per million population,35 to 44,,,16.876999420640317
2010,Homicide per million population,45 to 54,Male,,18.08558738264316
2010,Homicide per million population,45 to 54,Female,,4.973952197701511
2010,Homicide per million population,45 to 54,,,11.477875405683529
2010,Homicide per million population,55 to 64,Male,,12.757086405924268
2010,Homicide per million population,55 to 64,Female,,5.436259853220984
2010,Homicide per million population,55 to 64,,,9.042145593869732
2010,Homicide per million population,65 to 74,Male,,7.396771526780664
2010,Homicide per million population,65 to 74,Female,,6.026032460228185
2010,Homicide per million population,65 to 74,,,6.684073107049608
2010,Homicide per million population,75 and over,Male,,9.205983889528193
2010,Homicide per million population,75 and over,Female,,7.705941280727443
2010,Homicide per million population,75 and over,,,8.307564499007707
2010,Homicide per million population,,Male,,15.782147906490776
2010,Homicide per million population,,Female,,7.09755787511123
2010,Homicide per million population,,,,11.366023669340287
2011,Homicide per million population,Under 1 year,Male,,13.642564802182811
2011,Homicide per million population,Under 1 year,Female,,25.79535683576956
2011,Homicide per million population,Under 1 year,,,20.96729102599944
2011,Homicide per million population,1 to 4,Male,,7.699307062364387
2011,Homicide per million population,1 to 4,Female,,5.1361068310220865
2011,Homicide per million population,1 to 4,,,6.447915174093709
2011,Homicide per million population,5 to 15,Male,,1.9303954552975566
2011,Homicide per million population,5 to 15,Female,,2.0275162925416366
2011,Homicide per million population,5 to 15,,,1.9777642787517482
2011,Homicide per million population,16 to 24,Male,,19.25811803744963
2011,Homicide per million population,16 to 24,Female,,10.07941356139279
2011,Homicide per million population,16 to 24,,,14.738615171749984
2011,Homicide per million population,25 to 34,Male,,21.204972566066743
2011,Homicide per million population,25 to 34,Female,,7.682933290944736
2011,Homicide per million population,25 to 34,,,14.442250871172472
2011,Homicide per million population,35 to 44,Male,,22.47365158090515
2011,Homicide per million population,35 to 44,Female,,6.622179206357292
2011,Homicide per million population,35 to 44,,,14.492010157231897
2011,Homicide per million population,45 to 54,Male,,10.175063268021603
2011,Homicide per million population,45 to 54,Female,,6.4023765621798825
2011,Homicide per million population,45 to 54,,,8.271191697791334
2011,Homicide per million population,55 to 64,Male,,10.218932895673984
2011,Homicide per million population,55 to 64,Female,,2.7042456656951415
2011,Homicide per million population,55 to 64,,,6.404977582578461
2011,Homicide per million population,65 to 74,Male,,5.52509668919206
2011,Homicide per million population,65 to 74,Female,,3.1470044451437786
2011,Homicide per million population,65 to 74,,,4.290091930541369
2011,Homicide per million population,75 and over,Male,,8.41798080700376
2011,Homicide per million population,75 and over,Female,,6.490035886080782
2011,Homicide per million population,75 and over,,,7.270579147070183
2011,Homicide per million population,,Male,,12.844866576209858
2011,Homicide per million population,,Female,,5.957909124362592
2011,Homicide per million population,,,,9.364262697833402
2012,Homicide per million population,Under 1 year,Male,,26.673779674579887
2012,Homicide per million population,Under 1 year,Female,,33.604032483898074
2012,Homicide per million population,Under 1 year,,,30.05464480874317
2012,Homicide per million population,1 to 4,Male,,9.627286480539127
2012,Homicide per million population,1 to 4,Female,,5.767428447840818
2012,Homicide per million population,1 to 4,,,7.742934572202865
2012,Homicide per million population,5 to 15,Male,,3.8438306518038545
2012,Homicide per million population,5 to 15,Female,,2.592613930978856
2012,Homicide per million population,5 to 15,,,3.2332433648223122
2012,Homicide per million population,16 to 24,Male,,20.115367549179116
2012,Homicide per million population,16 to 24,Female,,5.834484876401044
2012,Homicide per million population,16 to 24,,,13.10833207774597
2012,Homicide per million population,25 to 34,Male,,18.128316956544584
2012,Homicide per million population,25 to 34,Female,,7.321409894362515
2012,Homicide per million population,25 to 34,,,12.71197546719786
2012,Homicide per million population,35 to 44,Male,,20.01896533558108
2012,Homicide per million population,35 to 44,Female,,5.971854390611207
2012,Homicide per million population,35 to 44,,,12.944899186694213
2012,Homicide per million population,45 to 54,Male,,16.933063088488083
2012,Homicide per million population,45 to 54,Female,,5.534451963472617
2012,Homicide per million population,45 to 54,,,11.177725840869831
2012,Homicide per million population,55 to 64,Male,,8.19026618365097
2012,Homicide per million population,55 to 64,Female,,5.1894135962636225
2012,Homicide per million population,55 to 64,,,6.666253255612055
2012,Homicide per million population,65 to 74,Male,,8.449004224502113
2012,Homicide per million population,65 to 74,Female,,3.7352457791722697
2012,Homicide per million population,65 to 74,,,6.0046099908962365
2012,Homicide per million population,75 and over,Male,,6.006333952167741
2012,Homicide per million population,75 and over,Female,,7.55172934602024
2012,Homicide per million population,75 and over,,,6.919951783561768
2012,Homicide per million population,,Male,,13.468134394023739
2012,Homicide per million population,,Female,,5.848665773120508
2012,Homicide per million population,,,,9.599066610097582
2013,Homicide per million population,Under 1 year,Male,,21.920330558584826
2013,Homicide per million population,Under 1 year,Female,,23.12345903823753
2013,Homicide per million population,Under 1 year,,,22.505826899245633
2013,Homicide per million population,1 to 4,Male,,4.066272102730299
2013,Homicide per million population,1 to 4,Female,,7.8212377890925024
2013,Homicide per million population,1 to 4,,,5.898722406123568
2013,Homicide per million population,5 to 15,Male,,1.6339704638052392
2013,Homicide per million population,5 to 15,Female,,1.4287922790351308
2013,Homicide per million population,5 to 15,,,1.533850119974968
2013,Homicide per million population,16 to 24,Male,,21.671026105274283
2013,Homicide per million population,16 to 24,Female,,7.424267827987139
2013,Homicide per million population,16 to 24,,,14.694309136451809
2013,Homicide per million population,25 to 34,Male,,17.104281434883355
2013,Homicide per million population,25 to 34,Female,,7.218336637440997
2013,Homicide per million population,25 to 34,,,12.148323796252965
2013,Homicide per million population,35 to 44,Male,,18.17175083750393
2013,Homicide per million population,35 to 44,Female,,6.070164770663896
2013,Homicide per million population,35 to 44,,,12.083234631453376
2013,Homicide per million population,45 to 54,Male,,14.453574990345267
2013,Homicide per million population,45 to 54,Female,,5.955100034514767
2013,Homicide per million population,45 to 54,,,10.158242849725728
2013,Homicide per million population,55 to 64,Male,,9.475825747145171
2013,Homicide per million population,55 to 64,Female,,5.507514391441077
2013,Homicide per million population,55 to 64,,,7.460119831283173
2013,Homicide per million population,65 to 74,Male,,4.653731361805896
2013,Homicide per million population,65 to 74,Female,,6.127252215722529
2013,Homicide per million population,65 to 74,,,5.417456089650305
2013,Homicide per million population,75 and over,Male,,6.918014082948053
2013,Homicide per million population,75 and over,Female,,8.60266211249215
2013,Homicide per million population,75 and over,,,7.907320927186094
2013,Homicide per million population,,Male,,12.085907916932804
2013,Homicide per million population,,Female,,6.263185346028707
2013,Homicide per million population,,,,9.131100459682425
2014,Homicide per million population,Under 1 year,Male,,44.73722472626411
2014,Homicide per million population,Under 1 year,Female,,29.39715259179996
2014,Homicide per million population,Under 1 year,,,38.692314416613044
2014,Homicide per million population,1 to 4,Male,,4.6942847083675625
2014,Homicide per million population,1 to 4,Female,,4.226411691945305
2014,Homicide per million population,1 to 4,,,4.4660969988171715
2014,Homicide per million population,5 to 15,Male,,2.424810662700754
2014,Homicide per million population,5 to 15,Female,,1.9784434454875237
2014,Homicide per million population,5 to 15,,,2.206968087931126
2014,Homicide per million population,16 to 24,Male,,20.50220294684997
2014,Homicide per million population,16 to 24,Female,,5.909845616169835
2014,Homicide per million population,16 to 24,,,13.372913103722441
2014,Homicide per million population,25 to 34,Male,,13.86775910367023
2014,Homicide per million population,25 to 34,Female,,5.632591196772013
2014,Homicide per million population,25 to 34,,,9.743884558558438
2014,Homicide per million population,35 to 44,Male,,15.352662784687523
2014,Homicide per million population,35 to 44,Female,,8.788282290279627
2014,Homicide per million population,35 to 44,,,12.051885778654263
2014,Homicide per million population,45 to 54,Male,,13.29145938468568
2014,Homicide per million population,45 to 54,Female,,8.085066661374624
2014,Homicide per million population,45 to 54,,,10.657912967482707
2014,Homicide per million population,55 to 64,Male,,8.468675310988576
2014,Homicide per million population,55 to 64,Female,,5.770657663630795
2014,Homicide per million population,55 to 64,,,7.097955958417705
2014,Homicide per million population,65 to 74,Male,,7.920018374442629
2014,Homicide per million population,65 to 74,Female,,3.158103060833487
2014,Homicide per million population,65 to 74,,,5.453235686483301
2014,Homicide per million population,75 and over,Male,,7.23632760509086
2014,Homicide per million population,75 and over,Female,,10.307566747936923
2014,Homicide per million population,75 and over,,,9.030055896045996
2014,Homicide per million population,,Male,,11.55701188827755
2014,Homicide per million population,,Female,,6.388647606766236
2014,Homicide per million population,,,,8.953353966459481
2015,Homicide per million population,Under 1 year,Male,,19.586939428788884
2015,Homicide per million population,Under 1 year,Female,,23.589217368740748
2015,Homicide per million population,Under 1 year,,,21.53566521516283
2015,Homicide per million population,1 to 4,Male,,2.679016934735799
2015,Homicide per million population,1 to 4,Female,,3.518653791208714
2015,Homicide per million population,1 to 4,,,3.0884501230747374
2015,Homicide per million population,5 to 15,Male,,1.8601576031816136
2015,Homicide per million population,5 to 15,Female,,1.951666151333866
2015,Homicide per million population,5 to 15,,,1.904813477262854
2015,Homicide per million population,16 to 24,Male,,21.147511637833077
2015,Homicide per million population,16 to 24,Female,,4.9982896477611565
2015,Homicide per million population,16 to 24,,,13.265301143682423
2015,Homicide per million population,25 to 34,Male,,19.566522746845028
2015,Homicide per million population,25 to 34,Female,,7.128812291498153
2015,Homicide per million population,25 to 34,,,13.353654628198646
2015,Homicide per million population,35 to 44,Male,,19.927066935017834
2015,Homicide per million population,35 to 44,Female,,7.990652002577252
2015,Homicide per million population,35 to 44,,,13.926217027505215
2015,Homicide per million population,45 to 54,Male,,17.423918460044217
2015,Homicide per million population,45 to 54,Female,,8.987890639233358
2015,Homicide per million population,45 to 54,,,13.154471856560688
2015,Homicide per million population,55 to 64,Male,,10.832559579077683
2015,Homicide per million population,55 to 64,Female,,4.7988386810391885
2015,Homicide per million population,55 to 64,,,7.7683034939087365
2015,Homicide per million population,65 to 74,Male,,9.57935928087013
2015,Homicide per million population,65 to 74,Female,,3.0846394210748733
2015,Homicide per million population,65 to 74,,,6.214651947529871
2015,Homicide per million population,75 and over,Male,,12.167793877571714
2015,Homicide per million population,75 and over,Female,,6.954426181145233
2015,Homicide per million population,75 and over,,,9.140198529363312
2015,Homicide per million population,,Male,,13.833028067003825
2015,Homicide per million population,,Female,,5.966471973299117
2015,Homicide per million population,,,,9.86431590286831
2007,Conflict-related deaths per million population,,,,3.3268590047799136
2008,Conflict-related deaths per million population,,,,2.215975077559128
2009,Conflict-related deaths per million population,,,,3.292617309530119
2010,Conflict-related deaths per million population,,,,2.9796285821270088
2011,Conflict-related deaths per million population,,,,2.085799026943151
2012,Conflict-related deaths per million population,,,,2.04065614943882
2013,Conflict-related deaths per million population,,,,1.3415343721385151
2014,Conflict-related deaths per million population,,,,1.0526837242711713
2015,Conflict-related deaths per million population,,,,0.9215174320380893
2016,Conflict-related deaths per million population,,,,1.0967567987496973
2007,Conflict-related deaths per million population,,,Naval Service,0.4403195741620474
2008,Conflict-related deaths per million population,,,Naval Service,0.6470000226450008
2009,Conflict-related deaths per million population,,,Naval Service,0.369415600581428
2010,Conflict-related deaths per million population,,,Naval Service,0.4780152805551351
2011,Conflict-related deaths per million population,,,Naval Service,0.30022864781757475
2012,Conflict-related deaths per million population,,,Naval Service,0.3139470999136646
2013,Conflict-related deaths per million population,,,Naval Service,0.2027900795093104
2014,Conflict-related deaths per million population,,,Naval Service,0.18576771604785378
2015,Conflict-related deaths per million population,,,Naval Service,0.1689448625403164
2016,Conflict-related deaths per million population,,,Naval Service,0.25895646637145625
2007,Conflict-related deaths per million population,,,Army,2.364679194573958
2008,Conflict-related deaths per million population,,,Army,1.2778250447238766
2009,Conflict-related deaths per million population,,,Army,2.5377245605158967
2010,Conflict-related deaths per million population,,,Army,2.167002605183279
2011,Conflict-related deaths per million population,,,Army,1.5485477624274908
2012,Conflict-related deaths per million population,,,Army,1.4912487245899064
2013,Conflict-related deaths per million population,,,Army,0.9827519237758888
2014,Conflict-related deaths per million population,,,Army,0.6192257201595126
2015,Conflict-related deaths per million population,,,Army,0.598986330824758
2016,Conflict-related deaths per million population,,,Army,0.6245420659546888
2007,Conflict-related deaths per million population,,,RAF,0.521860236043908
2008,Conflict-related deaths per million population,,,RAF,0.2911500101902504
2009,Conflict-related deaths per million population,,,RAF,0.38547714843279446
2010,Conflict-related deaths per million population,,,RAF,0.3346106963885946
2011,Conflict-related deaths per million population,,,RAF,0.23702261669808533
2012,Conflict-related deaths per million population,,,RAF,0.2354603249352484
2013,Conflict-related deaths per million population,,,RAF,0.15599236885331572
2014,Conflict-related deaths per million population,,,RAF,0.24769028806380503
2015,Conflict-related deaths per million population,,,RAF,0.1535862386730149
2016,Conflict-related deaths per million population,,,RAF,0.21325826642355222
