Year,Units,Crop category,Crop,Livestock,Geography,Timber category,Ownership,Value,Value
2008,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,398,398
2009,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,423,423
2010,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,405,405
2011,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,430,430
2012,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,392,392
2013,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,384,384
2014,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,365,365
2016,Timber (000s green tonnes),,,,Scotland,Softwood,Private,4046,365
2016,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,399,365
2000,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,29,29
2001,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,29,29
2002,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,29,29
2003,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,29,29
2004,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,30,30
2005,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,47,47
2006,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,23,23
2007,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,29,29
2008,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,25,25
2009,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,24,24
2010,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,57,57
2011,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,53,53
2012,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,40,40
2013,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,23,23
2014,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,33,33
2016,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,365,28
2016,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,34,34
2000,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2001,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2002,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2003,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2004,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2005,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2006,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2007,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2008,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2009,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2010,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2011,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2012,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2013,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2014,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2015,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2016,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,0,0
2000,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2001,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2002,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2003,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2004,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2005,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2006,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2007,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2008,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2009,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2010,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2011,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2012,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2013,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2014,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2015,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2016,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,0,0
2000,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2001,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2002,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2003,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2004,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2005,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2006,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2007,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2008,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2009,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2010,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2011,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2012,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2013,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2014,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2015,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2016,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,0,0
2000,Timber (000s green tonnes),,,,England,,,2232,2232
2001,Timber (000s green tonnes),,,,England,,,2173,2173
2002,Timber (000s green tonnes),,,,England,,,2007,2007
2003,Timber (000s green tonnes),,,,England,,,2061,2061
2004,Timber (000s green tonnes),,,,England,,,2100,2100
2005,Timber (000s green tonnes),,,,England,,,2203,2203
2006,Timber (000s green tonnes),,,,England,,,2104,2104
2007,Timber (000s green tonnes),,,,England,,,2209,2209
2008,Timber (000s green tonnes),,,,England,,,2116,2116
2009,Timber (000s green tonnes),,,,England,,,2216,2216
2010,Timber (000s green tonnes),,,,England,,,2290,2290
2011,Timber (000s green tonnes),,,,England,,,2398,2398
2012,Timber (000s green tonnes),,,,England,,,2470,2470
2013,Timber (000s green tonnes),,,,England,,,2583,2583
2014,Timber (000s green tonnes),,,,England,,,2700,2700
2015,Timber (000s green tonnes),,,,England,,,2569,2569
2016,Timber (000s green tonnes),,,,England,,,2662,2662
2000,Timber (000s green tonnes),,,,England,,Forestry Commission,1270,1270
2001,Timber (000s green tonnes),,,,England,,Forestry Commission,1205,1205
2002,Timber (000s green tonnes),,,,England,,Forestry Commission,1211,1211
2003,Timber (000s green tonnes),,,,England,,Forestry Commission,1214,1214
2004,Timber (000s green tonnes),,,,England,,Forestry Commission,1308,1308
2005,Timber (000s green tonnes),,,,England,,Forestry Commission,1255,1255
2006,Timber (000s green tonnes),,,,England,,Forestry Commission,1194,1194
2007,Timber (000s green tonnes),,,,England,,Forestry Commission,1248,1248
2008,Timber (000s green tonnes),,,,England,,Forestry Commission,1140,1140
2009,Timber (000s green tonnes),,,,England,,Forestry Commission,1291,1291
2010,Timber (000s green tonnes),,,,England,,Forestry Commission,1207,1207
2011,Timber (000s green tonnes),,,,England,,Forestry Commission,1253,1253
2012,Timber (000s green tonnes),,,,England,,Forestry Commission,1204,1204
2013,Timber (000s green tonnes),,,,England,,Forestry Commission,1261,1261
2014,Timber (000s green tonnes),,,,England,,Forestry Commission,1133,1133
2015,Timber (000s green tonnes),,,,England,,Forestry Commission,1090,1090
2016,Timber (000s green tonnes),,,,England,,Forestry Commission,1209,1209
2000,Timber (000s green tonnes),,,,England,,Private,962,962
2001,Timber (000s green tonnes),,,,England,,Private,969,969
2002,Timber (000s green tonnes),,,,England,,Private,796,796
2003,Timber (000s green tonnes),,,,England,,Private,847,847
2004,Timber (000s green tonnes),,,,England,,Private,792,792
2005,Timber (000s green tonnes),,,,England,,Private,948,948
2006,Timber (000s green tonnes),,,,England,,Private,910,910
2007,Timber (000s green tonnes),,,,England,,Private,961,961
2008,Timber (000s green tonnes),,,,England,,Private,976,976
2009,Timber (000s green tonnes),,,,England,,Private,925,925
2010,Timber (000s green tonnes),,,,England,,Private,1083,1083
2011,Timber (000s green tonnes),,,,England,,Private,1144,1144
2012,Timber (000s green tonnes),,,,England,,Private,1265,1265
2013,Timber (000s green tonnes),,,,England,,Private,1323,1323
2014,Timber (000s green tonnes),,,,England,,Private,1567,1567
2015,Timber (000s green tonnes),,,,England,,Private,1480,1480
2016,Timber (000s green tonnes),,,,England,,Private,1453,1453
2000,Timber (000s green tonnes),,,,Wales,,,1103,1103
2001,Timber (000s green tonnes),,,,Wales,,,1182,1182
2002,Timber (000s green tonnes),,,,Wales,,,1247,1247
2003,Timber (000s green tonnes),,,,Wales,,,1188,1188
2004,Timber (000s green tonnes),,,,Wales,,,1095,1095
2005,Timber (000s green tonnes),,,,Wales,,,957,957
2006,Timber (000s green tonnes),,,,Wales,,,946,946
2007,Timber (000s green tonnes),,,,Wales,,,986,986
2008,Timber (000s green tonnes),,,,Wales,,,908,908
2009,Timber (000s green tonnes),,,,Wales,,,1062,1062
2010,Timber (000s green tonnes),,,,Wales,,,1095,1095
2011,Timber (000s green tonnes),,,,Wales,,,1214,1214
2012,Timber (000s green tonnes),,,,Wales,,,1299,1299
2013,Timber (000s green tonnes),,,,Wales,,,1412,1412
2014,Timber (000s green tonnes),,,,Wales,,,1484,1484
2015,Timber (000s green tonnes),,,,Wales,,,1403,1403
2016,Timber (000s green tonnes),,,,Wales,,,1448,1448
2000,Timber (000s green tonnes),,,,Wales,,Forestry Commission,763,763
2001,Timber (000s green tonnes),,,,Wales,,Forestry Commission,794,794
2002,Timber (000s green tonnes),,,,Wales,,Forestry Commission,904,904
2003,Timber (000s green tonnes),,,,Wales,,Forestry Commission,889,889
2004,Timber (000s green tonnes),,,,Wales,,Forestry Commission,792,792
2005,Timber (000s green tonnes),,,,Wales,,Forestry Commission,684,684
2006,Timber (000s green tonnes),,,,Wales,,Forestry Commission,615,615
2007,Timber (000s green tonnes),,,,Wales,,Forestry Commission,586,586
2008,Timber (000s green tonnes),,,,Wales,,Forestry Commission,558,558
2009,Timber (000s green tonnes),,,,Wales,,Forestry Commission,725,725
2010,Timber (000s green tonnes),,,,Wales,,Forestry Commission,648,648
2011,Timber (000s green tonnes),,,,Wales,,Forestry Commission,695,695
2012,Timber (000s green tonnes),,,,Wales,,Forestry Commission,667,667
2013,Timber (000s green tonnes),,,,Wales,,Forestry Commission,696,696
2014,Timber (000s green tonnes),,,,Wales,,Forestry Commission,723,723
2015,Timber (000s green tonnes),,,,Wales,,Forestry Commission,697,697
2016,Timber (000s green tonnes),,,,Wales,,Forestry Commission,781,781
2000,Timber (000s green tonnes),,,,Wales,,Private,340,340
2001,Timber (000s green tonnes),,,,Wales,,Private,388,388
2002,Timber (000s green tonnes),,,,Wales,,Private,343,343
2003,Timber (000s green tonnes),,,,Wales,,Private,299,299
2004,Timber (000s green tonnes),,,,Wales,,Private,303,303
2005,Timber (000s green tonnes),,,,Wales,,Private,273,273
2006,Timber (000s green tonnes),,,,Wales,,Private,331,331
2007,Timber (000s green tonnes),,,,Wales,,Private,399,399
2008,Timber (000s green tonnes),,,,Wales,,Private,350,350
2009,Timber (000s green tonnes),,,,Wales,,Private,337,337
2010,Timber (000s green tonnes),,,,Wales,,Private,447,447
2011,Timber (000s green tonnes),,,,Wales,,Private,519,519
2012,Timber (000s green tonnes),,,,Wales,,Private,631,631
2013,Timber (000s green tonnes),,,,Wales,,Private,715,715
2014,Timber (000s green tonnes),,,,Wales,,Private,762,762
2015,Timber (000s green tonnes),,,,Wales,,Private,706,706
2016,Timber (000s green tonnes),,,,Wales,,Private,667,667
2000,Timber (000s green tonnes),,,,Scotland,,,4385,4385
2001,Timber (000s green tonnes),,,,Scotland,,,4345,4345
2002,Timber (000s green tonnes),,,,Scotland,,,4394,4394
2003,Timber (000s green tonnes),,,,Scotland,,,4766,4766
2004,Timber (000s green tonnes),,,,Scotland,,,5048,5048
2005,Timber (000s green tonnes),,,,Scotland,,,5111,5111
2006,Timber (000s green tonnes),,,,Scotland,,,5243,5243
2007,Timber (000s green tonnes),,,,Scotland,,,5589,5589
2008,Timber (000s green tonnes),,,,Scotland,,,5223,5223
2009,Timber (000s green tonnes),,,,Scotland,,,5203,5203
2010,Timber (000s green tonnes),,,,Scotland,,,5947,5947
2011,Timber (000s green tonnes),,,,Scotland,,,6502,6502
2012,Timber (000s green tonnes),,,,Scotland,,,6453,6453
2013,Timber (000s green tonnes),,,,Scotland,,,7094,7094
2014,Timber (000s green tonnes),,,,Scotland,,,7483,7483
2015,Timber (000s green tonnes),,,,Scotland,,,6890,6890
2016,Timber (000s green tonnes),,,,Scotland,,,6837,6837
2000,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2620,2620
2001,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2354,2354
2002,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2268,2268
2003,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2405,2405
2004,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2528,2528
2005,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2388,2388
2006,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2454,2454
2007,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2497,2497
2008,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2363,2363
2009,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2774,2774
2010,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2436,2436
2011,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2567,2567
2012,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2627,2627
2013,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2820,2820
2014,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2750,2750
2015,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2645,2645
2016,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,2747,2747
2000,Timber (000s green tonnes),,,,Scotland,,Private,1765,1765
2001,Timber (000s green tonnes),,,,Scotland,,Private,1991,1991
2002,Timber (000s green tonnes),,,,Scotland,,Private,2126,2126
2003,Timber (000s green tonnes),,,,Scotland,,Private,2360,2360
2004,Timber (000s green tonnes),,,,Scotland,,Private,2520,2520
2005,Timber (000s green tonnes),,,,Scotland,,Private,2723,2723
2006,Timber (000s green tonnes),,,,Scotland,,Private,2789,2789
2007,Timber (000s green tonnes),,,,Scotland,,Private,3093,3093
2008,Timber (000s green tonnes),,,,Scotland,,Private,2860,2860
2009,Timber (000s green tonnes),,,,Scotland,,Private,2429,2429
2010,Timber (000s green tonnes),,,,Scotland,,Private,3511,3511
2011,Timber (000s green tonnes),,,,Scotland,,Private,3935,3935
2012,Timber (000s green tonnes),,,,Scotland,,Private,3825,3825
2013,Timber (000s green tonnes),,,,Scotland,,Private,4274,4274
2014,Timber (000s green tonnes),,,,Scotland,,Private,4732,4732
2015,Timber (000s green tonnes),,,,Scotland,,Private,4246,4246
2016,Timber (000s green tonnes),,,,Scotland,,Private,4091,4091
2000,Timber (000s green tonnes),,,,Northern Ireland,,,356,356
2001,Timber (000s green tonnes),,,,Northern Ireland,,,425,425
2002,Timber (000s green tonnes),,,,Northern Ireland,,,415,415
2003,Timber (000s green tonnes),,,,Northern Ireland,,,454,454
2004,Timber (000s green tonnes),,,,Northern Ireland,,,410,410
2005,Timber (000s green tonnes),,,,Northern Ireland,,,400,400
2006,Timber (000s green tonnes),,,,Northern Ireland,,,387,387
2007,Timber (000s green tonnes),,,,Northern Ireland,,,393,393
2008,Timber (000s green tonnes),,,,Northern Ireland,,,423,423
2009,Timber (000s green tonnes),,,,Northern Ireland,,,447,447
2010,Timber (000s green tonnes),,,,Northern Ireland,,,463,463
2011,Timber (000s green tonnes),,,,Northern Ireland,,,483,483
2012,Timber (000s green tonnes),,,,Northern Ireland,,,432,432
2013,Timber (000s green tonnes),,,,Northern Ireland,,,407,407
2014,Timber (000s green tonnes),,,,Northern Ireland,,,398,398
2015,Timber (000s green tonnes),,,,Northern Ireland,,,393,393
2016,Timber (000s green tonnes),,,,Northern Ireland,,,399,399
2000,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,326,326
2001,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,396,396
2002,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,385,385
2003,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,424,424
2004,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,380,380
2005,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,353,353
2006,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,364,364
2007,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,363,363
2008,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,398,398
2009,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,423,423
2010,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,405,405
2011,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,430,430
2012,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,392,392
2013,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,384,384
2014,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,365,365
2015,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,365,365
2016,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,365,365
2000,Timber (000s green tonnes),,,,Northern Ireland,,Private,29,29
2001,Timber (000s green tonnes),,,,Northern Ireland,,Private,29,29
2002,Timber (000s green tonnes),,,,Northern Ireland,,Private,29,29
2003,Timber (000s green tonnes),,,,Northern Ireland,,Private,29,29
2004,Timber (000s green tonnes),,,,Northern Ireland,,Private,30,30
2005,Timber (000s green tonnes),,,,Northern Ireland,,Private,47,47
2006,Timber (000s green tonnes),,,,Northern Ireland,,Private,23,23
2007,Timber (000s green tonnes),,,,Northern Ireland,,Private,29,29
2008,Timber (000s green tonnes),,,,Northern Ireland,,Private,25,25
2009,Timber (000s green tonnes),,,,Northern Ireland,,Private,24,24
2010,Timber (000s green tonnes),,,,Northern Ireland,,Private,57,57
2011,Timber (000s green tonnes),,,,Northern Ireland,,Private,53,53
2012,Timber (000s green tonnes),,,,Northern Ireland,,Private,40,40
2013,Timber (000s green tonnes),,,,Northern Ireland,,Private,23,23
2014,Timber (000s green tonnes),,,,Northern Ireland,,Private,33,33
2015,Timber (000s green tonnes),,,,Northern Ireland,,Private,28,28
2016,Timber (000s green tonnes),,,,Northern Ireland,,Private,34,34
