Year,Risk category,Species,Breed,Value
2013,Endangered,Cattle,Yak,208
2013,Endangered,Goat,Arapawa British Arapawa,241
2013,Endangered,Sheep,Llandovery Whiteface Hill,243
2013,Endangered,Duck (domestic),Whaylesbury,251
2013,Endangered,Sheep,Cambridge,273
2013,Endangered,Sheep,Brecknock Hill Cheviot,280
2013,Endangered,Sheep,Dorper,280
2013,Endangered,Sheep,Charmoise,288
2013,Endangered,Cattle,White Galloway,316
2013,Endangered,Pig,Large Black,320
2013,Endangered,Sheep,Gotland,320
2013,Endangered,Pig,Middle White,349
2013,Endangered,Cattle,Gloucester,377
2013,Endangered,Sheep,North Ronaldsay,390
2013,Endangered,Pig,Tamworth,407
2013,Endangered,Goat,British Alpine,459
2013,Endangered,Pig,Berkshire,461
2013,Endangered,Pig,British Lop,463
2013,Endangered,Pig,Large White,534
2013,Endangered,Sheep,Whitefaced Woodland,541
2013,Endangered,Pig,Oxford Sandy and Black,576
2013,Endangered,Sheep,Castlemilk Moorit,603
2013,Endangered,Pig,British Saddleback,607
2013,Endangered,Cattle,Irish Moiled,656
2013,Endangered,Sheep,Teeswater,676
2013,Endangered,Sheep,Lacaune,693
2013,Endangered,Rabbit,All Grey,732
2013,Endangered,Sheep,Lincoln Longwool,753
2013,Endangered,Sheep,Devon & Cornwall Longwool,779
2013,Endangered,Goat,Cheviot (Feral),820
2013,Endangered,Sheep,Oxford Down,832
2013,Endangered,Sheep,Rouge De L'ouest,884
2013,Endangered,Cattle,White Park,887
2013,Endangered,Cattle,"Hereford, Traditional",899
2013,Endangered,Sheep,British Charolais,911
2013,Endangered,Sheep,Oldenburg,919
2013,Endangered,Sheep,Cotswold,929
2013,Endangered,Goat,British Toggenburg,936
2013,Endangered,Sheep,Morfe Common,986
2013,Not-at-risk,Sheep,Wensleydale,1008
2013,Not-at-risk,Sheep,Pink-nosed Somerset,1011
2013,Not-at-risk,Goat,Golden Guernsey,1047
2013,Not-at-risk,Sheep,Dorset Down,1074
2013,Not-at-risk,Sheep,South Devon,1102
2013,Not-at-risk,Cattle,Kerry,1112
2013,Not-at-risk,Pig,Kune-Kune,1138
2013,Not-at-risk,Goat,Boer,1249
2013,Not-at-risk,Sheep,Bluefaced Leicester,1283
2013,Not-at-risk,Goat,Pygmy,1364
2013,Not-at-risk,Sheep,Greyface Dartmoor,1383
2013,Not-at-risk,Pig,Gloucestershire Old Spots,1499
2013,Not-at-risk,Sheep,White Face Dartmoor,1614
2013,Not-at-risk,Sheep,Llanwenog,1803
2013,Not-at-risk,Goat,Nubian & Anglo-Nubian,1878
2013,Not-at-risk,Sheep,Devon Closewool,1936
2013,Not-at-risk,Sheep,Shropshire,2274
2013,Not-at-risk,Sheep,Lonk,2457
2013,Not-at-risk,Cattle,Lowline,2552
2013,Not-at-risk,Cattle,Belted Galloway,2668
2013,Not-at-risk,Cattle,Brown Swiss,2905
2013,Not-at-risk,Cattle,Reggiana,3241
2013,Not-at-risk,Sheep,Hampshire Down,3265
2013,Not-at-risk,Sheep,Kent Halfbred,3568
2013,Not-at-risk,Cattle,Guernsey,3586
2013,Not-at-risk,Cattle,Belted Dutch,3590
2013,Not-at-risk,Cattle,Gasconne,3599
2013,Not-at-risk,Cattle,Blonde d'Aquitaine,3637
2013,Not-at-risk,Sheep,Southdown,3897
2013,Not-at-risk,Sheep,Epynt Hardy Speckled,3985
2013,Not-at-risk,Sheep,Shetland,4395
2013,Not-at-risk,Sheep,Ryeland,4595
2013,Not-at-risk,Sheep,Hartline,4653
2013,Not-at-risk,Sheep,Exlana,4700
2013,Not-at-risk,Sheep,Badger Faced Welsh Mountain,4863
2013,Not-at-risk,Sheep,Dalesbred,5275
2013,Not-at-risk,Cattle,Longhorn,5364
2013,Not-at-risk,Cattle,Holderness,5512
2013,Not-at-risk,Cattle,Maine-Anjou,5515
2013,Not-at-risk,Sheep,Ile-de-France,5918
2013,Not-at-risk,Turkey,American Mammoth,7672
2013,Not-at-risk,Cattle,Beef Shorthorn,7799
2013,Not-at-risk,Cattle,Dexter,8371
2013,Not-at-risk,Sheep,Berkshire Knot,9502
2013,Not-at-risk,Cattle,Stabiliser,11937
2013,Not-at-risk,Sheep,Boreray,12714
2013,Not-at-risk,Cattle,Hereford,12846
2013,Not-at-risk,Cattle,Charolais,13906
2013,Not-at-risk,Cattle,Simmental,15003
2013,Not-at-risk,Sheep,Blue Texel,15467
2013,Not-at-risk,Sheep,Sussex,21529
2013,Not-at-risk,Sheep,Beulah Speckled Face,21663
2013,Not-at-risk,Cattle,Jersey,28742
2013,Not-at-risk,Cattle,Aberdeen-Angus (original population),31638
2013,Not-at-risk,Sheep,Swaledale,167356
2013,Not-at-risk,Cattle,Holstein Friesian,718152
2014,Critical,Cattle,Vaynol,9
2014,Critical,Cattle,Dairy Shorthorn,33
2014,Critical,Cattle,Chianina,39
2014,Critical,Goat,English Goat,74
2014,Critical,Pig,Hampshire,77
2014,Critical,Cattle,Galloway,86
2014,Critical,Cattle,Angler Rotvieh,90
2014,Critical,Sheep,British Milksheep,94
2014,Endangered,Pig,Mangalitza,102
2014,Endangered,Pig,Pietrain,102
2014,Endangered,Pig,Duroc,118
2014,Endangered,Sheep,Galway,143
2014,Endangered,Goat,Cashmere,144
2014,Endangered,Sheep,Pembroke Hill,166
2014,Endangered,Goat,Toggenburg,174
2014,Endangered,Goat,British Goat,215
2014,Endangered,Sheep,Cambridge,232
2014,Endangered,Cattle,Yak,233
2014,Endangered,Sheep,Llandovery Whiteface Hill,239
2014,Endangered,Goat,Arapawa British Arapawa,241
2014,Endangered,Goat,Saanen,243
2014,Endangered,Pig,British Lop,251
2014,Endangered,Cattle,White Galloway,253
2014,Endangered,Sheep,Brecknock Hill Cheviot,299
2014,Endangered,Sheep,Charmoise,305
2014,Endangered,Pig,Large Black,315
2014,Endangered,Sheep,Dorper,321
2014,Endangered,Pig,Middle White,358
2014,Endangered,Sheep,Gotland,370
2014,Endangered,Cattle,Gloucester,402
2014,Endangered,Pig,Berkshire,409
2014,Endangered,Sheep,North Ronaldsay,410
2014,Endangered,Pig,Tamworth,415
2014,Endangered,Goat,British Alpine,449
2014,Endangered,Duck (domestic),Whaylesbury,458
2014,Endangered,Pig,Large White,516
2014,Endangered,Pig,Oxford Sandy and Black,548
2014,Endangered,Sheep,Whitefaced Woodland,548
2014,Endangered,Pig,British Saddleback,557
2014,Endangered,Cattle,Irish Moiled,647
2014,Endangered,Sheep,Teeswater,681
2014,Endangered,Sheep,Castlemilk Moorit,690
2014,Endangered,Sheep,Lincoln Longwool,701
2014,Endangered,Sheep,Devon & Cornwall Longwool,755
2014,Endangered,Sheep,Lacaune,756
2014,Endangered,Rabbit,All Grey,814
2014,Endangered,Sheep,Rouge De L'ouest,815
2014,Endangered,Goat,British Toggenburg,819
2014,Endangered,Sheep,Oxford Down,840
2014,Endangered,Cattle,White Park,845
2014,Endangered,Goat,Cheviot (Feral),858
2014,Endangered,Pig,Kune-Kune,865
2014,Endangered,Cattle,"Hereford, Traditional",895
2014,Endangered,Sheep,Cotswold,967
2014,Endangered,Sheep,Oldenburg,972
2014,Endangered,Cattle,Kerry,986
2014,Not-at-risk,Sheep,Wensleydale,1020
2014,Not-at-risk,Sheep,Morfe Common,1024
2014,Not-at-risk,Sheep,South Devon,1067
2014,Not-at-risk,Goat,Golden Guernsey,1096
2014,Not-at-risk,Sheep,Pink-nosed Somerset,1121
2014,Not-at-risk,Sheep,British Charolais,1252
2014,Not-at-risk,Sheep,Dorset Down,1289
2014,Not-at-risk,Sheep,Greyface Dartmoor,1321
2014,Not-at-risk,Goat,Pygmy,1340
2014,Not-at-risk,Pig,Gloucestershire Old Spots,1421
2014,Not-at-risk,Sheep,Bluefaced Leicester,1452
2014,Not-at-risk,Goat,Boer,1713
2014,Not-at-risk,Sheep,Devon Closewool,1760
2014,Not-at-risk,Cattle,Brown Swiss,1880
2014,Not-at-risk,Sheep,White Face Dartmoor,1884
2014,Not-at-risk,Sheep,Llanwenog,1917
2014,Not-at-risk,Goat,Nubian & Anglo-Nubian,2016
2014,Not-at-risk,Sheep,Lonk,2406
2014,Not-at-risk,Sheep,Shropshire,2498
2014,Not-at-risk,Cattle,Lowline,2577
2014,Not-at-risk,Cattle,Belted Galloway,2749
2014,Not-at-risk,Cattle,Reggiana,2937
2014,Not-at-risk,Cattle,Belted Dutch,3062
2014,Not-at-risk,Cattle,Gasconne,3355
2014,Not-at-risk,Cattle,Blonde d'Aquitaine,3465
2014,Not-at-risk,Sheep,Hampshire Down,3478
2014,Not-at-risk,Cattle,Guernsey,3660
2014,Not-at-risk,Sheep,Kent Halfbred,3670
2014,Not-at-risk,Sheep,Epynt Hardy Speckled,3985
2014,Not-at-risk,Sheep,Southdown,4024
2014,Not-at-risk,Sheep,Exlana,4338
2014,Not-at-risk,Sheep,Badger Faced Welsh Mountain,4671
2014,Not-at-risk,Sheep,Hartline,4814
2014,Not-at-risk,Sheep,Ryeland,4970
2014,Not-at-risk,Sheep,Shetland,4993
2014,Not-at-risk,Cattle,Holderness,5043
2014,Not-at-risk,Cattle,Maine-Anjou,5509
2014,Not-at-risk,Cattle,Longhorn,5824
2014,Not-at-risk,Sheep,Ile-de-France,6194
2014,Not-at-risk,Sheep,Dalesbred,6895
2014,Not-at-risk,Sheep,Wiltshire Horn,7432
2014,Not-at-risk,Cattle,Beef Shorthorn,8062
2014,Not-at-risk,Cattle,Dexter,8239
2014,Not-at-risk,Turkey,American Mammoth,8329
2014,Not-at-risk,Sheep,Berkshire Knot,9789
2014,Not-at-risk,Cattle,Stabiliser,10640
2014,Not-at-risk,Sheep,Boreray,13106
2014,Not-at-risk,Cattle,Hereford,13552
2014,Not-at-risk,Cattle,Charolais,14164
2014,Not-at-risk,Cattle,Simmental,15007
2014,Not-at-risk,Sheep,Blue Texel,15867
2014,Not-at-risk,Sheep,Sussex,20628
2014,Not-at-risk,Sheep,Beulah Speckled Face,24766
2014,Not-at-risk,Cattle,Jersey,26977
2014,Not-at-risk,Cattle,Aberdeen-Angus (original population),32778
2014,Not-at-risk,Sheep,Longmynd,82900
2014,Not-at-risk,Sheep,Swaledale,168861
2014,Not-at-risk,Cattle,Holstein Friesian,691382
2015,Critical,Cattle,Vaynol,8
2015,Critical,Cattle,Dairy Shorthorn,29
2015,Critical,Horse,Eriskay,33
2015,Critical,Horse,Friesian,40
2015,Critical,Cattle,Chianina,42
2015,Critical,Cattle,Lincoln Red (Original),50
2015,Critical,Horse,Palomino,52
2015,Critical,Cattle,Galloway,60
2015,Critical,Cattle,Lord Caernarvon's breed,63
2015,Critical,Horse,Cleveland Bay,68
2015,Critical,Pig,Hampshire,68
2015,Critical,Horse,Hackney,85
2015,Critical,Goat,English Goat,88
2015,Critical,Pig,Mangalitza,89
2015,Critical,Cattle,Fleckvieh,96
2015,Critical,Cattle,Angler Rotvieh,97
2015,Endangered,Pig,Pietrain,134
2015,Endangered,Sheep,British Milksheep,138
2015,Endangered,Horse,Dales Pony,141
2015,Endangered,Sheep,INRA 401,142
2015,Endangered,Goat,Cashmere,146
2015,Endangered,Cattle,American Brown Swiss,157
2015,Endangered,Pig,Duroc,157
2015,Endangered,Sheep,Galway,165
2015,Endangered,Goat,Toggenburg,196
2015,Endangered,Pig,British Lop,203
2015,Endangered,Goat,Saanen,218
2015,Endangered,Sheep,Llandovery Whiteface Hill,221
2015,Endangered,Cattle,White Galloway,224
2015,Endangered,Cattle,Yak,232
2015,Endangered,Sheep,Pembroke Hill,232
2015,Endangered,Goat,British Goat,234
2015,Endangered,Sheep,Cambridge,243
2015,Endangered,Goat,Arapawa British Arapawa,273
2015,Endangered,Sheep,Gotland,292
2015,Endangered,Sheep,Vendeen,318
2015,Endangered,Sheep,Charmoise,321
2015,Endangered,Cattle,Bazadaise,338
2015,Endangered,Pig,Large Black,343
2015,Endangered,Sheep,Dorper,346
2015,Endangered,Pig,Berkshire,354
2015,Endangered,Pig,Middle White,361
2015,Endangered,Horse,Exmoor Pony,362
2015,Endangered,Sheep,Brecknock Hill Cheviot,366
2015,Endangered,Pig,Tamworth,374
2015,Endangered,Pig,Large White,407
2015,Endangered,Horse,Connemara,417
2015,Endangered,Pig,British Landrace,435
2015,Endangered,Cattle,Gloucester,445
2015,Endangered,Horse,Devon Pack Horse,446
2015,Endangered,Cattle,Wagyu,482
2015,Endangered,Sheep,North Ronaldsay,484
2015,Endangered,Goat,British Alpine,502
2015,Endangered,Sheep,Whitefaced Woodland,523
2015,Endangered,Horse,Highland Pony,529
2015,Endangered,Cattle,Norfolk Horned,532
2015,Endangered,Pig,Oxford Sandy and Black,534
2015,Endangered,Pig,British Saddleback,550
2015,Endangered,Horse,Fell Pony,575
2015,Endangered,Sheep,Derbyshire Gritstone,640
2015,Endangered,Goat,British Toggenburg,650
2015,Endangered,Sheep,Lincoln Longwool,653
2015,Endangered,Duck (domestic),Whaylesbury,683
2015,Endangered,Sheep,Lacaune,687
2015,Endangered,Cattle,Irish Moiled,702
2015,Endangered,Sheep,Teeswater,715
2015,Endangered,Sheep,Castlemilk Moorit,719
2015,Endangered,Rabbit,All Grey,738
2015,Endangered,Goat,Cheviot (Feral),748
2015,Endangered,Sheep,Devon & Cornwall Longwool,776
2015,Endangered,Cattle,White Park,800
2015,Endangered,Sheep,Rouge De L'ouest,803
2015,Endangered,Cattle,Kerry,860
2015,Endangered,Sheep,Oxford Down,869
2015,Endangered,Cattle,"Hereford, Traditional",906
2015,Endangered,Sheep,Cotswold,917
2015,Endangered,Sheep,Oldenburg,943
2015,Not-at-risk,Sheep,Wensleydale,1010
2015,Not-at-risk,Pig,Gloucestershire Old Spots,1045
2015,Not-at-risk,Sheep,Bluefaced Leicester,1064
2015,Not-at-risk,Sheep,South Devon,1083
2015,Not-at-risk,Goat,Golden Guernsey,1123
2015,Not-at-risk,Sheep,Morfe Common,1145
2015,Not-at-risk,Horse,New Forest Pony,1152
2015,Not-at-risk,Sheep,Beltex,1166
2015,Not-at-risk,Sheep,Pink-nosed Somerset,1166
2015,Not-at-risk,Horse,Dartmoor Hill Pony,1229
2015,Not-at-risk,Goat,Pygmy,1299
2015,Not-at-risk,Cattle,Brown Swiss,1351
2015,Not-at-risk,Sheep,Greyface Dartmoor,1410
2015,Not-at-risk,Sheep,Dorset Down,1509
2015,Not-at-risk,Sheep,British Charolais,1546
2015,Not-at-risk,Sheep,Llanwenog,1652
2015,Not-at-risk,Cattle,"Guernsey, Island",1817
2015,Not-at-risk,Sheep,Devon Closewool,1838
2015,Not-at-risk,Goat,Boer,2052
2015,Not-at-risk,Sheep,White Face Dartmoor,2058
2015,Not-at-risk,Goat,Nubian & Anglo-Nubian,2100
2015,Not-at-risk,Sheep,Lonk,2402
2015,Not-at-risk,Cattle,Lowline,2546
2015,Not-at-risk,Cattle,Belted Dutch,2568
2015,Not-at-risk,Cattle,Belted Galloway,2793
2015,Not-at-risk,Cattle,Reggiana,2822
2015,Not-at-risk,Sheep,Shropshire,2886
2015,Not-at-risk,Cattle,"Jersey, Island",2950
2015,Not-at-risk,Cattle,Blonde d'Aquitaine,3155
2015,Not-at-risk,Cattle,Guernsey,3323
2015,Not-at-risk,Cattle,Gasconne,3351
2015,Not-at-risk,Sheep,Herdwick,3789
2015,Not-at-risk,Sheep,Hampshire Down,3797
2015,Not-at-risk,Sheep,Southdown,3816
2015,Not-at-risk,Sheep,Epynt Hardy Speckled,3871
2015,Not-at-risk,Sheep,Exlana,3888
2015,Not-at-risk,Sheep,Kent Halfbred,4229
2015,Not-at-risk,Sheep,Badger Faced Welsh Mountain,4434
2015,Not-at-risk,Cattle,Holderness,4563
2015,Not-at-risk,Sheep,Shetland Island,4750
2015,Not-at-risk,Cattle,Water Buffalo,5000
2015,Not-at-risk,Sheep,Hartline,5066
2015,Not-at-risk,Sheep,Shetland,5083
2015,Not-at-risk,Sheep,Ryeland,5275
2015,Not-at-risk,Cattle,Maine-Anjou,5394
2015,Not-at-risk,Sheep,Black Welsh Mountain,5519
2015,Not-at-risk,Cattle,Longhorn,5921
2015,Not-at-risk,Sheep,Ile-de-France,6129
2015,Not-at-risk,Cattle,Welsh Black,6516
2015,Not-at-risk,Sheep,Wiltshire Horn,6621
2015,Not-at-risk,Sheep,Exmoor Horn,7217
2015,Not-at-risk,Cattle,Danish Red,7263
2015,Not-at-risk,Cattle,Dexter,7843
2015,Not-at-risk,Sheep,Hebridean,8000
2015,Not-at-risk,Horse,Thoroughbred,8154
2015,Not-at-risk,Sheep,Dalesbred,8257
2015,Not-at-risk,Turkey,American Mammoth,8721
2015,Not-at-risk,Cattle,Beef Shorthorn,8752
2015,Not-at-risk,Cattle,Stabiliser,9316
2015,Not-at-risk,Sheep,Berkshire Knot,9820
2015,Not-at-risk,Sheep,Cheviot,10172
2015,Not-at-risk,Sheep,South Wales Mountain (Nelson type),12000
2015,Not-at-risk,Sheep,Romney,13423
2015,Not-at-risk,Sheep,Boreray,13874
2015,Not-at-risk,Cattle,Charolais,14112
2015,Not-at-risk,Cattle,Hereford,14803
2015,Not-at-risk,Cattle,Simmental,14917
2015,Not-at-risk,Sheep,Blue Texel,16815
2015,Not-at-risk,Sheep,Rough Fell,20000
2015,Not-at-risk,Sheep,Sussex,21070
2015,Not-at-risk,Cattle,Baltata Romaneasca,23397
2015,Not-at-risk,Cattle,Jersey,25206
2015,Not-at-risk,Sheep,Beulah Speckled Face,25439
2015,Not-at-risk,Sheep,Leicester Longwool,27057
2015,Not-at-risk,Cattle,Aberdeen-Angus (original population),33977
2015,Not-at-risk,Sheep,Border Leicester,35000
2015,Not-at-risk,Sheep,Longmynd,84340
2015,Not-at-risk,Sheep,Swaledale,167093
2015,Not-at-risk,Cattle,Holstein Friesian,674574
2016,Critical,Cattle,Vaynol,5
2016,Critical,Goat,Cashmere,20
2016,Critical,Cattle,Chianina,35
2016,Critical,Cattle,Dairy Shorthorn,39
2016,Critical,Pig,Hampshire,54
2016,Critical,Pig,Mangalitza,91
2016,Endangered,Pig,Duroc,116
2016,Endangered,Pig,Pietrain,130
2016,Endangered,Cattle,American Brown Swiss,163
2016,Endangered,Cattle,White Galloway,171
2016,Endangered,Pig,British Lop,204
2016,Endangered,Goat,Toggenburg,208
2016,Endangered,Cattle,Yak,216
2016,Endangered,Goat,British Goat,229
2016,Endangered,Sheep,Pembroke Hill,251
2016,Endangered,Goat,Saanen,253
2016,Endangered,Goat,Arapawa British Arapawa,294
2016,Endangered,Pig,Large Black,333
2016,Endangered,Cattle,Luing,338
2016,Endangered,Pig,Middle White,345
2016,Endangered,Pig,Large White,366
2016,Endangered,Sheep,Brecknock Hill Cheviot,381
2016,Endangered,Pig,Tamworth,384
2016,Endangered,Sheep,Dorper,394
2016,Endangered,Pig,Berkshire,407
2016,Endangered,Cattle,Gloucester,465
2016,Endangered,Goat,British Alpine,473
2016,Endangered,Sheep,North Ronaldsay,501
2016,Endangered,Pig,British Saddleback,504
2016,Endangered,Sheep,Whitefaced Woodland,507
2016,Endangered,Pig,Oxford Sandy and Black,543
2016,Endangered,Sheep,Lincoln Longwool,610
2016,Endangered,Goat,British Toggenburg,623
2016,Endangered,Sheep,Lacaune,660
2016,Endangered,Sheep,Derbyshire Gritstone,678
2016,Endangered,Duck (domestic),Whaylesbury,683
2016,Endangered,Rabbit,All Grey,692
2016,Endangered,Pig,Gloucestershire Old Spots,708
2016,Endangered,Sheep,Teeswater,708
2016,Endangered,Cattle,Kerry,712
2016,Endangered,Sheep,Rouge De L'ouest,714
2016,Endangered,Cattle,White Park,737
2016,Endangered,Cattle,Irish Moiled,740
2016,Endangered,Sheep,Castlemilk Moorit,749
2016,Endangered,Goat,Cheviot (Feral),750
2016,Endangered,Sheep,Oldenburg,907
2016,Endangered,Sheep,Oxford Down,913
2016,Endangered,Sheep,Cotswold,937
2016,Endangered,Sheep,Devon & Cornwall Longwool,948
2016,Endangered,Sheep,South Devon,976
2016,Endangered,Sheep,Herdwick,982
2016,Endangered,Cattle,"Hereford, Traditional",991
2016,Not-at-risk,Sheep,Wensleydale,1018
2016,Not-at-risk,Sheep,Bluefaced Leicester,1039
2016,Not-at-risk,Sheep,Pink-nosed Somerset,1152
2016,Not-at-risk,Sheep,Beltex,1189
2016,Not-at-risk,Goat,Golden Guernsey,1190
2016,Not-at-risk,Goat,Pygmy,1293
2016,Not-at-risk,Sheep,Morfe Common,1296
2016,Not-at-risk,Sheep,Dorset Down,1533
2016,Not-at-risk,Cattle,Brown Swiss,1535
2016,Not-at-risk,Sheep,Llanwenog,1571
2016,Not-at-risk,Sheep,Greyface Dartmoor,1673
2016,Not-at-risk,Sheep,Cheviot,2131
2016,Not-at-risk,Cattle,Belted Dutch,2187
2016,Not-at-risk,Sheep,British Charolais,2264
2016,Not-at-risk,Cattle,Lowline,2362
2016,Not-at-risk,Goat,Boer,2422
2016,Not-at-risk,Sheep,White Face Dartmoor,2429
2016,Not-at-risk,Sheep,Lonk,2486
2016,Not-at-risk,Cattle,Reggiana,2873
2016,Not-at-risk,Cattle,"Jersey, Island",2920
2016,Not-at-risk,Cattle,Belted Galloway,2998
2016,Not-at-risk,Cattle,Guernsey,3292
2016,Not-at-risk,Cattle,Gasconne,3319
2016,Not-at-risk,Sheep,Black Welsh Mountain,3500
2016,Not-at-risk,Sheep,Shropshire,3599
2016,Not-at-risk,Sheep,Hampshire Down,3844
2016,Not-at-risk,Sheep,Southdown,3980
2016,Not-at-risk,Sheep,Wiltshire Horn,3993
2016,Not-at-risk,Cattle,Holderness,4063
2016,Not-at-risk,Sheep,Kent Halfbred,4932
2016,Not-at-risk,Sheep,Ryeland,5002
2016,Not-at-risk,Sheep,Hartline,5143
2016,Not-at-risk,Cattle,Maine-Anjou,5247
2016,Not-at-risk,Sheep,Shetland,5304
2016,Not-at-risk,Sheep,Badger Faced Welsh Mountain,5718
2016,Not-at-risk,Cattle,Longhorn,5943
2016,Not-at-risk,Sheep,Ile-de-France,6189
2016,Not-at-risk,Cattle,Danish Red,7492
2016,Not-at-risk,Cattle,Dexter,7690
2016,Not-at-risk,Sheep,Hebridean,8000
2016,Not-at-risk,Sheep,Dalesbred,8142
2016,Not-at-risk,Turkey,American Mammoth,8892
2016,Not-at-risk,Sheep,Welsh Hill Speckled Face,12000
2016,Not-at-risk,Sheep,Boreray,15061
2016,Not-at-risk,Sheep,Blue Texel,16955
2016,Not-at-risk,Sheep,South Wales Mountain (Nelson type),20000
2016,Not-at-risk,Sheep,Sussex,21526
2016,Not-at-risk,Cattle,Jersey,24632
2016,Not-at-risk,Sheep,Longmynd,95818
2016,Not-at-risk,Sheep,Swaledale,164489
2016,Not-at-risk,Cattle,Holstein Friesian,680322
2017,Critical,Cattle,Vaynol,8
2017,Critical,Cattle,Chianina,28
2017,Critical,Cattle,Dairy Shorthorn,53
2017,Endangered,Cattle,American Brown Swiss,183
2017,Endangered,Goat,Toggenburg,191
2017,Endangered,Cattle,Yak,209
2017,Endangered,Goat,Saanen,210
2017,Endangered,Cattle,White Galloway,217
2017,Endangered,Goat,British Goat,248
2017,Endangered,Goat,Arapawa British Arapawa,366
2017,Endangered,Sheep,Dorper,382
2017,Endangered,Sheep,Pembroke Hill,386
2017,Endangered,Sheep,Brecknock Hill Cheviot,426
2017,Endangered,Cattle,Gloucester,473
2017,Endangered,Sheep,Whitefaced Woodland,495
2017,Endangered,Goat,British Alpine,516
2017,Endangered,Sheep,North Ronaldsay,546
2017,Endangered,Sheep,Lincoln Longwool,570
2017,Endangered,Cattle,Kerry,582
2017,Endangered,Sheep,Lacaune,597
2017,Endangered,Goat,British Toggenburg,616
2017,Endangered,Sheep,Teeswater,690
2017,Endangered,Sheep,Rouge De L'ouest,698
2017,Endangered,Sheep,Derbyshire Gritstone,701
2017,Endangered,Goat,Cheviot (Feral),719
2017,Endangered,Sheep,Castlemilk Moorit,721
2017,Endangered,Cattle,White Park,726
2017,Endangered,Sheep,Oldenburg,775
2017,Endangered,Cattle,Irish Moiled,831
2017,Endangered,Sheep,Cotswold,862
2017,Endangered,Sheep,Devon & Cornwall Longwool,908
2017,Endangered,Sheep,Herdwick,937
2017,Endangered,Sheep,Wensleydale,950
2017,Endangered,Sheep,South Devon,964
2017,Endangered,Sheep,Oxford Down,967
2017,Not-at-risk,Cattle,"Hereford, Traditional",1045
2017,Not-at-risk,Sheep,Beltex,1080
2017,Not-at-risk,Sheep,Pink-nosed Somerset,1139
2017,Not-at-risk,Goat,Golden Guernsey,1247
2017,Not-at-risk,Sheep,Morfe Common,1359
2017,Not-at-risk,Goat,Pygmy,1369
2017,Not-at-risk,Sheep,Dorset Down,1703
2017,Not-at-risk,Sheep,Greyface Dartmoor,1808
2017,Not-at-risk,Sheep,Cheviot,2230
2017,Not-at-risk,Sheep,White Face Dartmoor,2357
2017,Not-at-risk,Cattle,Lowline,2394
2017,Not-at-risk,Sheep,Lonk,2438
2017,Not-at-risk,Cattle,Guernsey,2732
2017,Not-at-risk,Goat,Boer,2749
2017,Not-at-risk,Cattle,Reggiana,2795
2017,Not-at-risk,Cattle,Gasconne,2942
2017,Not-at-risk,Sheep,British Charolais,3038
2017,Not-at-risk,Cattle,Belted Galloway,3214
2017,Not-at-risk,Cattle,Holderness,3451
2017,Not-at-risk,Sheep,Shropshire,4042
2017,Not-at-risk,Sheep,Southdown,4060
2017,Not-at-risk,Sheep,Hampshire Down,4151
2017,Not-at-risk,Sheep,Wiltshire Horn,4401
2017,Not-at-risk,Cattle,Maine-Anjou,4897
2017,Not-at-risk,Sheep,Shetland,5015
2017,Not-at-risk,Sheep,Hartline,5064
2017,Not-at-risk,Sheep,Ryeland,5326
2017,Not-at-risk,Sheep,Badger Faced Welsh Mountain,5723
2017,Not-at-risk,Cattle,Longhorn,5898
2017,Not-at-risk,Sheep,Ile-de-France,6534
2017,Not-at-risk,Cattle,Danish Red,7499
2017,Not-at-risk,Cattle,Dexter,7736
2017,Not-at-risk,Sheep,Dalesbred,8139
2017,Not-at-risk,Turkey,American Mammoth,9068
2017,Not-at-risk,Sheep,Boreray,14461
2017,Not-at-risk,Sheep,Blue Texel,18012
2017,Not-at-risk,Sheep,Sussex,21423
2017,Not-at-risk,Cattle,Jersey,23825
2017,Not-at-risk,Sheep,Longmynd,96868
2017,Not-at-risk,Sheep,Swaledale,164617
